Var1,Var2,Var3,Var4
overall,2057880,587506,42544
1,102853,95743,35994
2,103331,96210,35991
3,103685,96548,36047
4,102706,95666,35866
5,102432,95385,35909
6,102576,95531,35919
7,102612,95606,35970
8,102965,95858,36030
9,102391,95335,35940
10,102960,95780,35897
11,103417,96310,36040
12,103224,96025,35981
13,102615,95692,35916
14,102924,95807,35926
15,102659,95399,35883
16,102836,95702,35911
17,103051,95984,36029
18,103096,95958,35931
19,102510,95521,35858
20,103037,95816,35971
