type_decomp,group_old,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,overall,5.42438591175718,2.01005249397215,1.76498103337835,0.650490795489238,0.998861588917444
levels,1,5.42652268909676,2.01378930241179,1.74751858894182,0.646341152101981,1.01887364564118
levels,2,5.42038717505162,2.02071678946995,1.75254330172629,0.6436342823606,1.00349280149477
levels,3,5.45850677468988,1.9851477583426,1.78064796092406,0.674946195626899,1.01776485979632
levels,4,5.38972827001218,2.00593148144663,1.76256511467256,0.630159219550137,0.991072454342859
levels,5,5.40313346944012,2.01768035530333,1.75277272862294,0.627492057071007,1.00518832844285
levels,6,5.38663194042683,2.03555761380866,1.75921270144781,0.620201747652347,0.971659877518009
levels,7,5.52357420741207,2.03442285715987,1.78438990070531,0.69840065747987,1.00636079206703
levels,8,5.40148182787884,2.00607125891486,1.76706155454913,0.638722038325069,0.989626976089779
levels,9,5.38730052306046,2.0285477283044,1.76023410199544,0.609847093861034,0.98867159889959
levels,10,5.34335256156807,1.99242460519397,1.73165762138256,0.637625745289261,0.981644589702277
levels,11,5.51626465311464,2.04655581316785,1.78424458836287,0.680941101381085,1.00452315020284
levels,12,5.43881741308852,2.00471641824055,1.77828974526499,0.673102676902345,0.982708572680639
levels,13,5.44576441561004,2.00114487302353,1.74777616941332,0.680513891357934,1.01632948181525
levels,14,5.39999268412009,2.02980445736227,1.75089223798383,0.605434383538999,1.01386160523499
levels,15,5.40097309013067,2.00647602258093,1.77132681683691,0.64486181059193,0.9783084401209
levels,16,5.42676098026222,2.02586263793781,1.77868125029374,0.601817870777066,1.02039922125361
levels,17,5.40070408711686,2.01200977383914,1.76987380950893,0.627796822643857,0.991023681124929
levels,18,5.43524495219435,2.02592694446305,1.7492624557442,0.664803656762007,0.99525189522509
levels,19,5.40355446386829,2.02461701935905,1.76044235964538,0.65684544788194,0.96164963698193
levels,20,5.42120280704595,2.00734061656906,1.78383714195125,0.634788411516849,0.995236637008789
levels,21,5.44907503294833,2.00243112520747,1.77435535620212,0.639861195488945,1.0324273560498
levels,22,5.43474618301792,1.98983557531595,1.7773148088843,0.645272889700597,1.02232290911706
levels,23,5.4254456820353,2.01016713260548,1.76959152466852,0.642741708148078,1.00294531661322
levels,24,5.48191141291215,2.02625801190856,1.77235234742389,0.682248899893215,1.00105215368649
levels,25,5.41106510975356,2.00938473014859,1.75400526405272,0.644906289238669,1.00276882631358
levels,26,5.41959900929023,2.00906159260731,1.77243602879567,0.667059913275477,0.971041474611768
levels,27,5.36763541093626,1.98484320406986,1.76176600877447,0.634861162304547,0.986165035787382
levels,28,5.36390280252614,1.99421152195659,1.76762104578258,0.611661735569472,0.9904084992175
