type_decomp,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,5.32799139288746,2.00422322824884,1.70730933238914,0.617056387077569,0.999402445171913
percent,1,0.376168631001236,0.320441458420576,0.115814073555243,0.187575837022945
