type_decomp,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,5.42438591175718,2.00993901324237,1.76479728178189,0.650802962567372,0.99884665416554
percent,1,0.370537614015606,0.325345082464865,0.119977260680657,0.184140042838872
