type_decomp,group_old,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,overall,5.42438591175718,2.6152326926003,2.10596467938611,0.0095985808938807,0.693589958876879
levels,1,5.42652268909676,2.61883576904728,2.08751515245334,0.00918458924624051,0.710987178349903
levels,2,5.42038717505162,2.6229272215752,2.09290186363432,0.002380571590269,0.70217751825183
levels,3,5.45850677468988,2.59147873470491,2.12379050771117,0.0317942441266544,0.71144328814715
levels,4,5.38972827001218,2.61272516099598,2.1020590404639,-0.0116391011828526,0.686583169735165
levels,5,5.40313346944012,2.62672161728554,2.09395558337999,-0.0142640740399417,0.696720342814533
levels,6,5.38663194042683,2.64216444587658,2.10397598352708,-0.0304003065960285,0.670891817619188
levels,7,5.52357420741207,2.63825666445947,2.12327023078179,0.0612689621121923,0.700778350058618
levels,8,5.40148182787884,2.61333536393945,2.11069491774367,-0.00687342708555195,0.684324973281269
levels,9,5.38730052306046,2.63179801089304,2.09919988107388,-0.0269181611167103,0.68322079221025
levels,10,5.34335256156807,2.59659617060211,2.07420097233687,-0.00500468711162367,0.677560105740707
levels,11,5.51626465311464,2.65290683338574,2.12693176293986,0.0360475727509232,0.700378484038115
levels,12,5.43881741308852,2.61252871106766,2.12155024853198,0.0271824837282431,0.677555969760645
levels,13,5.44576441561004,2.61388290731564,2.09456792095616,0.0281050464780089,0.709208540860232
levels,14,5.39999268412009,2.63075696747141,2.09024955127975,-0.0368886639497508,0.715874829318681
levels,15,5.40097309013067,2.60870592636182,2.11251690797248,0.00423339026333235,0.675516865533032
levels,16,5.42676098026222,2.6259698940119,2.11602103247627,-0.0292845642703538,0.714054618044409
levels,17,5.40070408711686,2.61508957919258,2.10933524442029,-0.0109932138497038,0.687272477353698
levels,18,5.43524495219435,2.62447494333947,2.08741386754813,0.0321618152701027,0.691194326036644
levels,19,5.40355446386829,2.63345848831243,2.10567550114349,0.00802208178286686,0.656398392629509
levels,20,5.42120280704595,2.61146143149686,2.12302235152562,-0.00238354250695448,0.689102566530416
levels,21,5.44907503294833,2.60535878590451,2.11083945469066,0.00980370563284963,0.72307308672031
levels,22,5.43474618301792,2.59595571929335,2.1143129401705,0.012533223430897,0.711944300123168
levels,23,5.4254456820353,2.61777660245707,2.10884063193161,0.00360137570295421,0.695227071943664
levels,24,5.48191141291215,2.6307760935439,2.11485829029155,0.0414535105914755,0.694823518485221
levels,25,5.41106510975356,2.61948228803437,2.09608659742426,0.000848381153633038,0.69464784314129
levels,26,5.41959900929023,2.61429088094535,2.11004407163362,0.0315391879763928,0.663724868734871
levels,27,5.36763541093626,2.59297002562105,2.10703197937143,-0.0151859300191915,0.682819335962975
levels,28,5.36390280252614,2.59886689292909,2.10838265158178,-0.0304425705278559,0.687095828543125
levels,29,5.46190975615574,2.62403650264984,2.1175364770958,0.0291230195298965,0.691213756880197
levels,30,5.42843299552419,2.60799242826297,2.08411760594695,0.0352592024134406,0.701063758900821
