type_decomp,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,5.32799139288746,2.59892967441864,2.03781571546509,-0.00232000154263716,0.693566004546375
percent,1,0.487787889051031,0.382473537435786,-0.000435436428394801,0.130174009941578
