type_decomp,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,5.32799139288746,2.00431722628997,1.70750135501288,0.616816739341559,0.999356072243055
percent,1,0.376186273304723,0.320477498761031,0.11576909455315,0.187567133381096
