type_decomp,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,5.32799139288746,2.59892967229646,2.03781572343704,-0.00232000739162616,0.693566004545593
percent,1,0.487787888652723,0.382473538932025,-0.000435437526179796,0.130174009941431
