type_decomp,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,5.32799139288746,2.00391181897149,1.7071635043182,0.617441145519283,0.999474924078491
percent,1,0.376110183219625,0.320414088242927,0.115886288094145,0.187589440443303
