Var1,Var2,Var3,Var4
overall,2025565,579027,40987
1,101215,94217,35069
2,101690,94711,35079
3,102097,95072,35151
4,101177,94250,34981
5,100853,93925,35011
6,101035,94112,35025
7,100971,94093,35050
8,101306,94327,35112
9,100821,93877,35023
10,101351,94284,35021
11,101799,94797,35109
12,101528,94467,35043
13,101034,94239,35006
14,101281,94280,35012
15,101081,93930,34983
16,101231,94210,34999
17,101415,94467,35122
18,101437,94423,34990
19,100846,93980,34939
20,101397,94302,35042
