type_decomp,group_old,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,overall,5.32799139288746,2.0010247551287,1.70438245666736,0.622646297913442,0.999937883177958
levels,1,5.3177942726064,1.99393052989882,1.67593851847309,0.627187311188092,1.0207379130464
levels,2,5.33348622110059,2.01891075898024,1.69031163971473,0.623508293357618,1.00075552904799
levels,3,5.37352678920889,1.98423515179926,1.7201345245892,0.653395454245226,1.0157616585752
levels,4,5.29613788986995,1.99918441729779,1.6930523782563,0.615035205235302,0.988865889080557
levels,5,5.3069601639703,2.01219392494001,1.68955205599847,0.598088714638711,1.0071254683931
levels,6,5.29370655742698,2.03404002320174,1.69465761908805,0.606381310580928,0.958627604556261
levels,7,5.41803254332458,2.02215415551417,1.71423358071244,0.668185202167848,1.01345960493012
levels,8,5.29558669150254,1.99191766033383,1.69505900459791,0.61526800612617,0.993342020444636
levels,9,5.30206825044495,2.02156420403817,1.70079820332934,0.592844746504285,0.986861096573161
levels,10,5.25284194521416,1.99023102454187,1.67478714765376,0.602749056415741,0.985074716602794
levels,11,5.41271961713513,2.0436092871268,1.73219238018969,0.635582246658822,1.00133570315981
levels,12,5.32882831971207,1.99548640871125,1.71449787944114,0.6426051436471,0.976238887912571
levels,13,5.34322145636776,1.98917987939387,1.68581388986558,0.642369641088636,1.02585804601968
levels,14,5.31177335668194,2.01529717049705,1.68866560570863,0.592341789711634,1.01546879076463
levels,15,5.29494715792611,1.98831050781826,1.70352550366376,0.61558655331839,0.987524593125697
levels,16,5.33708387119596,2.0137912772154,1.71472613062395,0.576600671611052,1.03196579174556
levels,17,5.30183550803408,1.99893679301734,1.71445109869719,0.58764095078105,1.0008066655385
levels,18,5.34379668008639,2.01215329542675,1.69214534032323,0.644080833112565,0.995417211223847
levels,19,5.29566080773202,2.01976193802646,1.68731774508075,0.627754566248268,0.960826558376544
levels,20,5.32828421444863,2.00682516291108,1.73118648198368,0.59562276110509,0.994649808448782
levels,21,5.35106414451046,1.98119459005749,1.71239745881546,0.615191879830335,1.04228021580719
levels,22,5.34337411442006,1.97696472901891,1.71695784504507,0.631402321405683,1.0180492189504
levels,23,5.33233846276926,2.00125182953722,1.71963384000735,0.608420983794582,1.00303180943011
levels,24,5.39404383467717,2.02249217839579,1.70984839452386,0.651573319416727,1.0101299423408
levels,25,5.30312642290081,1.99605740276958,1.70270334880132,0.602416041542561,1.00194962978734
levels,26,5.30299194500636,1.99319718925547,1.70522176850899,0.635946772932096,0.968626214309801
levels,27,5.28674301080007,1.97804659482317,1.70814211014418,0.614661747574332,0.985892558258387
levels,28,5.2686535650837,1.99181901420042,1.71374279844563,0.579619241431866,0.983472511005781
levels,29,5.3535101930059,2.01119822942062,1.7076514151107,0.644211039817805,0.990449508656782
levels,30,5.33895662613387,1.99031490360894,1.68307605096238,0.65428094758305,1.0112847239795
levels,31,5.34926458832782,2.00800123714692,1.72641770630275,0.615136115664686,0.999709529213463
levels,32,5.36199988949682,1.97389831714739,1.69598811084553,0.660021890284842,1.03209157121906
levels,33,5.28730469557613,1.9952546264544,1.68933503400516,0.582476712194392,1.02023832292218
levels,34,5.41550140421861,2.00512988928178,1.70632374821242,0.676525245537661,1.02752252118675
levels,35,5.32220699397424,2.01325914883,1.70885873853692,0.603794982702172,0.996294123905153
levels,36,5.3517642316072,1.9904965145823,1.70831098205081,0.650688951796459,1.00226778317763
levels,37,5.28478014663756,1.9950746835247,1.69256788161388,0.604253561020599,0.992884020478376
levels,38,5.38814444443629,2.01495902198702,1.72031300955581,0.611783912565273,1.04108850032819
levels,39,5.33394686512143,1.99795784772526,1.70790720353921,0.626794358522864,1.00128745533409
levels,40,5.43079015787873,2.02033179848896,1.74154820737146,0.651239012897652,1.01767113912066
levels,41,5.34400707103688,2.01209376039427,1.71274995379861,0.615097370077758,1.00406598676624
levels,42,5.28740196872697,1.98704400715407,1.68212605045892,0.576476412218834,1.04175549889514
levels,43,5.3767975466209,1.98532215872563,1.73235824518593,0.655040602144575,1.00407654056476
levels,44,5.22363880829364,1.97814788151522,1.70278028328538,0.586728281447481,0.955982362045564
levels,45,5.26609597206124,1.98339903967127,1.70063807483625,0.648678148380482,0.933380709173234
levels,46,5.28567336952831,2.00016427562438,1.68436510582082,0.627286123485581,0.973857864597532
levels,47,5.36587353496029,2.0175364817883,1.70307423946667,0.646056713891432,0.999206099813891
levels,48,5.33424441579179,2.02614798198995,1.70494637184558,0.607213717988159,0.995936343968104
levels,49,5.342589537319,1.97844007848879,1.71403202508108,0.665034363849671,0.985083069899453
levels,50,5.28559811873447,1.97460260193897,1.69099148713875,0.622436107005001,0.997567922651752
percent,overall,1,0.375568316007406,0.319892118996778,0.116863232689271,0.187676332306545
percent,1,1,0.374954431797066,0.315156704558197,0.117941251397958,0.191947612246779
percent,2,1,0.378534916054143,0.31692434734854,0.116904453768131,0.187636282829185
percent,3,1,0.369261237477033,0.320112766171293,0.121595272504712,0.189030723846962
