type_decomp,var_y,var_worker,var_firm,2*cov_worker_firm,var_resid
levels,5.42438591175718,2.61523269260029,2.10596467938612,0.00959858089388037,0.693589958876885
percent,1,0.482125117044468,0.388240201498479,0.00176952397009139,0.127865157486961
